Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
536,5.1,3.4,1.5,0.3,Iris-setosa
537,4.9,4.0,1.2,0.2,Iris-setosa
538,5.0,2.8,1.4,0.4,Iris-setosa
539,5.0,3.5,1.2,0.2,Iris-setosa
540,4.9,3.3,1.7,0.3,Iris-setosa
541,4.6,3.5,1.6,0.4,Iris-setosa
542,5.6,3.0,1.3,0.1,Iris-setosa
543,4.9,3.6,1.6,0.2,Iris-setosa
544,4.9,3.5,1.3,0.5,Iris-setosa
545,4.4,3.5,1.8,0.2,Iris-setosa
546,4.9,3.3,1.4,0.4,Iris-setosa
547,4.2,4.0,1.2,0.2,Iris-setosa
548,4.9,3.6,1.2,0.3,Iris-setosa
549,5.7,2.9,1.5,0.2,Iris-setosa
550,5.2,3.4,1.4,0.3,Iris-setosa
551,5.6,3.3,1.6,0.1,Iris-setosa
552,4.7,3.6,1.7,0.3,Iris-setosa
553,4.9,3.4,1.2,0.3,Iris-setosa
554,5.3,3.2,1.4,0.3,Iris-setosa
555,4.9,3.4,1.8,0.2,Iris-setosa
556,4.9,3.2,1.6,0.2,Iris-setosa
557,4.8,3.9,1.7,0.2,Iris-setosa
558,4.3,3.8,1.3,0.3,Iris-setosa
559,4.3,3.8,1.3,0.3,Iris-setosa
560,5.0,3.1,1.4,0.3,Iris-setosa
561,5.0,3.6,1.8,0.1,Iris-setosa
562,5.6,3.5,1.3,0.1,Iris-setosa
563,4.9,3.8,1.4,0.4,Iris-setosa
564,4.5,3.4,1.2,0.3,Iris-setosa
565,5.3,3.3,1.0,0.3,Iris-setosa
566,5.2,3.6,1.7,0.1,Iris-setosa
567,5.2,3.9,1.2,0.3,Iris-setosa
568,4.8,3.4,1.5,0.2,Iris-setosa
569,4.8,3.4,1.3,0.1,Iris-setosa
570,5.2,3.0,1.6,0.3,Iris-setosa
571,4.4,3.2,1.7,0.1,Iris-setosa
572,4.8,3.6,1.6,0.2,Iris-setosa
573,4.8,4.0,1.8,0.3,Iris-setosa
574,5.0,3.1,1.3,0.3,Iris-setosa
575,5.2,4.0,1.6,0.1,Iris-setosa
576,5.4,3.0,1.4,0.3,Iris-setosa
577,5.7,4.6,1.6,0.2,Iris-setosa
578,5.2,3.8,1.4,0.4,Iris-setosa
579,5.1,3.6,1.6,0.3,Iris-setosa
580,5.3,3.2,1.4,0.1,Iris-setosa
581,5.2,3.7,1.5,0.4,Iris-setosa
582,5.0,3.7,1.3,0.2,Iris-setosa
583,5.3,3.7,1.4,0.2,Iris-setosa
584,4.5,3.3,1.6,0.3,Iris-setosa
585,5.2,3.4,1.5,0.2,Iris-setosa
586,5.3,3.6,1.5,0.2,Iris-setosa
587,4.2,3.8,1.4,0.2,Iris-setosa
588,5.3,3.3,1.6,0.3,Iris-setosa
589,5.2,2.9,1.7,0.3,Iris-setosa
590,4.9,3.5,1.2,0.3,Iris-setosa
591,4.6,2.9,1.2,0.4,Iris-setosa
592,4.8,4.0,1.4,0.1,Iris-setosa
593,4.6,3.9,1.4,0.2,Iris-setosa
594,5.1,3.6,1.7,0.4,Iris-setosa
595,4.9,2.9,1.4,0.3,Iris-setosa
596,4.7,3.1,1.5,0.2,Iris-setosa
597,5.0,3.1,1.4,0.1,Iris-setosa
598,5.3,3.8,1.1,0.1,Iris-setosa
599,4.5,3.2,1.4,0.1,Iris-setosa
600,4.7,3.0,1.5,0.3,Iris-setosa
601,4.8,3.5,1.4,0.2,Iris-setosa
602,5.6,3.9,1.2,0.3,Iris-setosa
603,5.3,3.0,1.6,0.4,Iris-setosa
604,4.6,3.1,1.6,0.3,Iris-setosa
605,5.2,3.5,1.5,0.1,Iris-setosa
606,5.4,3.9,1.4,0.2,Iris-setosa
607,4.5,3.6,1.6,0.2,Iris-setosa
608,5.4,3.3,1.6,0.1,Iris-setosa
609,5.0,3.4,1.5,0.2,Iris-setosa
610,5.0,3.7,1.4,0.1,Iris-setosa
611,5.6,3.9,1.2,0.3,Iris-setosa
612,4.8,3.5,1.5,0.2,Iris-setosa
613,4.7,3.2,1.3,0.2,Iris-setosa
614,5.0,3.1,1.6,0.4,Iris-setosa
615,4.8,3.5,1.6,0.3,Iris-setosa
616,5.0,3.7,1.5,0.1,Iris-setosa
617,5.3,3.8,1.3,0.2,Iris-setosa
618,5.2,3.3,1.7,0.5,Iris-setosa
619,4.7,2.9,1.5,0.3,Iris-setosa
620,4.9,4.0,1.2,0.3,Iris-setosa
621,4.8,4.1,1.8,0.2,Iris-setosa
622,4.8,3.7,1.4,0.2,Iris-setosa
623,5.0,2.7,1.5,0.2,Iris-setosa
624,4.8,4.0,1.2,0.3,Iris-setosa
625,4.9,3.3,1.6,0.3,Iris-setosa
626,5.2,3.8,1.4,0.2,Iris-setosa
627,4.6,3.1,2.0,0.4,Iris-setosa
628,4.5,2.9,1.5,0.3,Iris-setosa
629,5.2,3.3,1.4,0.3,Iris-setosa
630,5.0,2.6,1.4,0.2,Iris-setosa
631,5.1,4.6,1.5,0.2,Iris-setosa
632,5.3,3.6,1.5,0.3,Iris-setosa
633,5.7,3.0,1.5,0.1,Iris-setosa
634,5.2,3.1,1.4,0.2,Iris-setosa
635,5.3,3.8,1.2,0.2,Iris-setosa
636,4.8,2.9,1.4,0.2,Iris-setosa
637,5.9,3.6,1.2,0.2,Iris-setosa
638,5.4,4.2,1.2,0.0,Iris-setosa
639,5.7,3.6,1.3,0.3,Iris-setosa
640,4.1,3.4,1.5,0.3,Iris-setosa
641,4.6,3.5,1.3,0.3,Iris-setosa
642,4.7,3.3,1.3,0.3,Iris-setosa
643,5.3,3.3,1.5,0.1,Iris-setosa
644,4.9,3.4,1.9,0.1,Iris-setosa
645,5.5,3.8,1.5,0.4,Iris-setosa
646,5.1,3.6,1.5,0.4,Iris-setosa
647,5.4,3.2,1.2,0.2,Iris-setosa
648,4.7,3.4,1.7,0.2,Iris-setosa
649,5.0,3.4,1.6,0.0,Iris-setosa
650,4.8,3.5,1.7,0.2,Iris-setosa
651,4.3,3.7,1.4,0.1,Iris-setosa
652,4.8,3.3,1.4,0.0,Iris-setosa
653,5.3,3.9,1.6,0.1,Iris-setosa
654,4.9,3.4,1.6,0.3,Iris-setosa
655,4.7,3.4,1.5,0.4,Iris-setosa
656,5.3,3.7,1.5,0.4,Iris-setosa
657,5.2,3.1,1.7,0.3,Iris-setosa
658,4.8,3.2,1.5,0.3,Iris-setosa
659,5.1,3.5,1.8,0.4,Iris-setosa
660,5.1,3.8,1.3,0.3,Iris-setosa
661,5.6,3.3,1.3,0.2,Iris-setosa
662,4.6,3.1,1.4,0.1,Iris-setosa
663,5.0,3.8,1.3,0.4,Iris-setosa
664,5.2,3.8,1.3,0.3,Iris-setosa
665,4.6,3.8,1.5,0.3,Iris-setosa
666,4.6,3.1,1.6,0.1,Iris-setosa
667,5.2,2.9,1.6,0.1,Iris-setosa
668,5.2,3.7,1.3,0.3,Iris-setosa
669,5.1,3.2,1.3,0.0,Iris-setosa
670,5.1,2.8,1.5,0.2,Iris-setosa
671,5.2,3.3,1.4,0.3,Iris-setosa
672,5.1,3.5,1.5,0.1,Iris-setosa
673,5.3,3.7,1.3,0.2,Iris-setosa
674,5.0,3.4,1.5,0.4,Iris-setosa
675,5.4,2.9,1.6,0.4,Iris-setosa
676,5.1,3.8,1.8,0.4,Iris-setosa
677,5.1,3.8,1.5,0.2,Iris-setosa
678,4.9,4.0,1.3,0.4,Iris-setosa
679,5.2,2.9,1.5,0.0,Iris-setosa
680,5.2,3.8,1.4,0.3,Iris-setosa
681,5.7,3.2,1.3,0.4,Iris-setosa
682,5.7,3.4,1.6,0.4,Iris-setosa
683,4.7,3.2,1.7,0.4,Iris-setosa
684,5.2,3.1,1.8,0.2,Iris-setosa
685,4.9,3.5,1.7,0.3,Iris-setosa
686,5.2,3.6,1.5,0.3,Iris-setosa
687,4.1,3.3,1.5,0.1,Iris-setosa
688,5.1,3.3,1.8,0.4,Iris-setosa
689,4.8,3.4,1.5,0.2,Iris-setosa
690,5.1,3.1,1.3,0.3,Iris-setosa
691,5.2,3.1,1.6,0.2,Iris-setosa
692,5.1,3.7,1.5,0.3,Iris-setosa
693,4.8,3.3,1.4,0.2,Iris-setosa
694,4.9,2.8,1.4,0.2,Iris-setosa
695,4.9,3.3,1.5,0.3,Iris-setosa
696,5.3,3.2,1.3,0.1,Iris-setosa
697,4.8,3.3,1.3,0.1,Iris-setosa
698,4.8,3.5,1.6,0.2,Iris-setosa
699,4.9,3.1,1.5,0.2,Iris-setosa
700,5.2,2.7,1.4,0.3,Iris-setosa
701,5.1,4.4,1.5,0.1,Iris-setosa
702,5.0,2.7,1.5,0.2,Iris-setosa
703,5.3,3.2,1.4,0.2,Iris-setosa
704,5.6,3.3,1.8,0.3,Iris-setosa
705,5.2,3.6,1.5,0.0,Iris-setosa
706,4.9,3.7,1.5,0.1,Iris-setosa
707,5.0,4.1,1.7,0.2,Iris-setosa
708,5.3,3.3,1.2,0.1,Iris-setosa
709,5.6,3.3,1.4,0.2,Iris-setosa
710,5.7,4.0,1.8,0.2,Iris-setosa
711,5.1,2.8,1.7,0.1,Iris-setosa
712,5.1,3.0,1.4,0.2,Iris-setosa
713,4.8,3.2,1.4,0.3,Iris-setosa
714,4.6,3.5,1.7,0.2,Iris-setosa
715,4.8,3.3,1.7,0.3,Iris-setosa
716,4.8,3.6,1.3,0.3,Iris-setosa
717,5.2,3.3,1.3,0.1,Iris-setosa
718,5.2,3.9,1.4,0.3,Iris-setosa
719,4.3,3.2,1.5,0.1,Iris-setosa
720,4.7,3.2,1.5,0.2,Iris-setosa
721,4.2,2.6,1.4,0.3,Iris-setosa
722,4.0,3.2,1.4,0.4,Iris-setosa
723,4.9,3.6,1.5,0.0,Iris-setosa
724,5.3,3.5,1.6,0.7,Iris-setosa
725,4.3,4.1,1.4,0.3,Iris-setosa
726,5.0,3.3,1.4,0.3,Iris-setosa
727,4.5,3.7,1.4,0.1,Iris-setosa
728,4.8,3.9,1.4,0.3,Iris-setosa
729,4.7,3.7,1.6,0.4,Iris-setosa
730,4.9,3.7,1.5,0.4,Iris-setosa
731,4.8,3.7,1.4,0.2,Iris-setosa
732,5.0,3.5,1.4,0.3,Iris-setosa
733,5.6,3.8,1.6,0.2,Iris-setosa
734,4.7,3.8,1.6,0.4,Iris-setosa
735,4.8,3.3,1.2,0.2,Iris-setosa
736,5.4,3.2,1.6,0.2,Iris-setosa
737,5.1,3.0,1.5,0.0,Iris-setosa
738,4.9,2.8,1.7,0.3,Iris-setosa
739,5.2,4.0,1.3,0.4,Iris-setosa
740,5.3,3.3,1.7,0.1,Iris-setosa
741,4.7,3.2,1.4,0.1,Iris-setosa
742,5.4,3.3,1.5,0.2,Iris-setosa
743,4.4,3.5,1.1,0.2,Iris-setosa
744,4.5,4.2,1.6,0.3,Iris-setosa
745,5.5,3.1,1.6,0.3,Iris-setosa
746,5.1,3.9,1.6,0.3,Iris-setosa
747,4.4,3.1,1.4,0.3,Iris-setosa
748,4.6,4.3,1.7,0.3,Iris-setosa
749,5.0,3.3,1.3,0.3,Iris-setosa
750,5.1,2.9,1.5,0.2,Iris-setosa
751,4.3,3.1,1.4,0.4,Iris-setosa
752,5.2,2.9,1.5,0.1,Iris-setosa
753,5.4,3.2,1.4,0.4,Iris-setosa
754,4.6,2.9,1.4,0.4,Iris-setosa
755,4.5,2.3,1.4,0.3,Iris-setosa
756,5.4,3.2,1.4,0.4,Iris-setosa
757,4.3,3.3,1.5,0.3,Iris-setosa
758,4.8,3.4,1.0,0.2,Iris-setosa
759,5.2,3.0,1.5,0.3,Iris-setosa
760,4.9,3.5,1.3,0.2,Iris-setosa
761,5.2,3.5,1.4,0.3,Iris-setosa
762,5.3,2.6,1.7,0.2,Iris-setosa
763,5.2,3.9,1.2,0.2,Iris-setosa
764,4.9,3.1,1.8,0.2,Iris-setosa
765,4.8,3.5,1.3,0.2,Iris-setosa
766,5.1,3.3,1.4,0.2,Iris-setosa
767,4.5,3.5,1.8,0.2,Iris-setosa
768,5.1,3.7,1.2,0.4,Iris-setosa
769,5.1,4.0,1.3,0.4,Iris-setosa
770,5.3,3.6,1.5,0.2,Iris-setosa
771,5.4,3.5,1.1,0.1,Iris-setosa
772,4.9,3.5,1.5,0.4,Iris-setosa
773,4.3,3.5,1.1,0.3,Iris-setosa
774,5.0,3.6,1.3,0.4,Iris-setosa
775,5.4,3.6,1.4,0.3,Iris-setosa
776,4.8,3.7,1.8,0.4,Iris-setosa
777,4.7,3.6,1.2,0.3,Iris-setosa
778,5.2,2.7,1.3,0.2,Iris-setosa
779,4.9,3.0,1.5,0.3,Iris-setosa
780,4.9,3.1,1.6,0.4,Iris-setosa
781,4.8,3.2,1.5,0.2,Iris-setosa
782,5.0,3.7,1.1,0.4,Iris-setosa
783,5.0,3.3,1.4,0.2,Iris-setosa
784,4.4,4.0,1.5,0.3,Iris-setosa
785,5.3,3.0,1.5,0.2,Iris-setosa
786,5.3,2.6,1.4,0.2,Iris-setosa
787,5.2,3.6,1.3,0.2,Iris-setosa
788,5.0,3.1,1.6,0.2,Iris-setosa
789,4.0,3.3,1.3,0.1,Iris-setosa
790,4.6,3.5,1.7,0.3,Iris-setosa
791,4.8,3.6,1.4,0.2,Iris-setosa
792,4.6,2.8,1.4,0.3,Iris-setosa
793,5.0,3.3,1.3,0.3,Iris-setosa
794,4.5,3.7,1.3,0.2,Iris-setosa
795,4.5,3.2,1.6,0.3,Iris-setosa
796,5.4,3.6,1.3,0.2,Iris-setosa
797,4.7,3.9,1.3,0.3,Iris-setosa
798,5.3,4.1,1.4,0.3,Iris-setosa
799,5.8,3.2,1.2,0.0,Iris-setosa
800,5.3,2.7,1.4,0.3,Iris-setosa
801,5.1,3.6,1.5,0.4,Iris-setosa
802,4.7,3.2,1.3,0.3,Iris-setosa
803,5.3,3.6,1.7,0.1,Iris-setosa
804,5.6,4.0,1.6,0.4,Iris-setosa
805,4.4,3.2,1.3,0.3,Iris-setosa
806,4.6,3.7,1.7,0.3,Iris-setosa
807,5.1,3.0,1.3,0.4,Iris-setosa
808,5.3,3.4,1.4,0.0,Iris-setosa
809,4.6,4.1,1.2,0.3,Iris-setosa
810,5.4,2.9,1.5,0.3,Iris-setosa
811,5.0,4.5,1.2,0.4,Iris-setosa
812,4.9,3.7,1.5,0.2,Iris-setosa
813,5.1,2.7,1.6,0.3,Iris-setosa
814,5.2,3.8,1.5,0.3,Iris-setosa
815,4.7,3.1,1.7,0.4,Iris-setosa
816,4.9,3.4,1.3,0.4,Iris-setosa
817,5.2,4.2,1.3,0.2,Iris-setosa
818,5.1,3.7,1.4,0.2,Iris-setosa
819,5.3,3.7,1.3,0.4,Iris-setosa
820,5.4,3.5,1.5,0.3,Iris-setosa
821,4.7,3.4,1.1,0.3,Iris-setosa
822,4.5,4.0,1.4,0.2,Iris-setosa
823,4.8,3.3,1.7,-0.0,Iris-setosa
824,5.5,3.5,1.3,0.1,Iris-setosa
825,5.6,3.1,1.3,0.4,Iris-setosa
826,5.1,3.1,1.5,0.1,Iris-setosa
827,5.4,3.8,1.6,0.3,Iris-setosa
828,5.6,3.4,1.3,0.3,Iris-setosa
829,5.7,3.0,1.4,0.3,Iris-setosa
830,5.0,3.0,1.7,0.5,Iris-setosa
831,5.1,3.1,1.2,0.3,Iris-setosa
832,5.4,3.6,1.5,0.2,Iris-setosa
833,4.6,3.7,1.6,0.1,Iris-setosa
834,5.6,3.6,1.7,0.1,Iris-setosa
835,4.5,3.4,1.6,0.4,Iris-setosa
836,5.3,3.3,1.3,0.4,Iris-setosa
837,4.7,4.0,1.4,0.4,Iris-setosa
838,5.2,3.4,1.4,0.2,Iris-setosa
839,5.2,3.4,1.4,0.2,Iris-setosa
840,5.0,2.6,1.5,0.1,Iris-setosa
841,4.6,2.8,1.2,0.1,Iris-setosa
842,4.8,4.2,1.4,0.3,Iris-setosa
843,5.1,3.5,1.5,0.1,Iris-setosa
844,5.5,4.1,1.2,0.1,Iris-setosa
845,4.9,3.1,1.6,0.2,Iris-setosa
846,5.8,3.9,1.5,0.4,Iris-setosa
847,5.4,3.2,1.3,0.3,Iris-setosa
848,5.3,3.5,1.2,0.2,Iris-setosa
849,5.0,3.4,1.8,0.1,Iris-setosa
850,5.2,4.0,1.9,0.2,Iris-setosa
851,5.2,3.6,1.5,0.2,Iris-setosa
852,5.2,2.5,1.6,0.3,Iris-setosa
853,4.9,4.2,1.3,0.2,Iris-setosa
854,5.7,3.1,1.4,0.2,Iris-setosa
855,5.3,3.5,1.2,0.2,Iris-setosa
856,4.8,3.4,1.5,0.3,Iris-setosa
857,4.4,3.8,1.5,0.4,Iris-setosa
858,5.2,3.8,1.5,0.4,Iris-setosa
859,5.2,3.4,1.9,0.3,Iris-setosa
860,5.2,2.9,1.2,0.3,Iris-setosa
861,5.1,3.2,1.5,0.4,Iris-setosa
862,5.3,3.0,1.4,0.2,Iris-setosa
863,4.9,3.3,1.4,0.1,Iris-setosa
864,5.0,3.2,1.0,0.5,Iris-setosa
865,5.4,3.3,1.5,0.1,Iris-setosa
866,5.6,4.1,1.5,0.4,Iris-setosa
867,5.1,2.9,1.4,0.3,Iris-setosa
868,4.8,3.3,1.4,0.2,Iris-setosa
869,5.0,3.0,1.3,0.1,Iris-setosa
870,5.4,2.6,1.7,0.4,Iris-setosa
871,4.9,2.4,1.4,0.2,Iris-setosa
872,4.6,3.2,1.7,0.3,Iris-setosa
873,4.7,2.8,1.4,0.2,Iris-setosa
874,5.2,3.2,1.6,0.5,Iris-setosa
875,5.3,3.4,1.4,0.2,Iris-setosa
876,5.4,3.2,1.5,0.2,Iris-setosa
877,4.8,2.9,1.5,0.2,Iris-setosa
878,5.2,3.2,1.7,0.2,Iris-setosa
879,5.6,2.8,1.5,0.3,Iris-setosa
880,4.7,3.6,1.7,0.0,Iris-setosa
881,5.2,2.5,1.3,0.4,Iris-setosa
882,4.8,3.0,1.4,0.5,Iris-setosa
883,4.4,3.0,1.7,0.4,Iris-setosa
884,5.0,2.9,1.8,0.4,Iris-setosa
885,5.2,3.1,1.5,0.2,Iris-setosa
886,5.1,4.0,1.6,0.1,Iris-setosa
887,5.5,3.5,1.6,0.4,Iris-setosa
888,4.6,3.4,1.4,0.1,Iris-setosa
889,5.1,4.4,1.1,0.2,Iris-setosa
890,5.2,3.5,1.4,0.1,Iris-setosa
891,5.1,3.1,1.1,0.4,Iris-setosa
892,5.3,3.4,1.5,0.4,Iris-setosa
893,5.1,3.8,1.4,0.4,Iris-setosa
894,5.1,3.5,1.2,0.3,Iris-setosa
895,4.7,3.2,1.3,0.1,Iris-setosa
896,5.8,3.9,1.8,0.1,Iris-setosa
897,5.0,2.9,1.3,0.1,Iris-setosa
898,5.4,3.3,1.6,0.3,Iris-setosa
899,5.8,2.9,1.7,0.4,Iris-setosa
900,4.7,3.8,1.5,0.2,Iris-setosa
901,4.7,3.1,1.8,0.2,Iris-setosa
902,5.3,3.1,1.3,0.4,Iris-setosa
903,4.5,3.3,1.5,0.3,Iris-setosa
904,4.9,3.6,1.6,0.3,Iris-setosa
905,4.7,3.3,1.7,0.3,Iris-setosa
906,4.5,3.6,1.1,0.2,Iris-setosa
907,5.7,3.1,1.3,0.3,Iris-setosa
908,4.5,3.2,1.6,0.2,Iris-setosa
909,4.9,3.7,1.5,0.3,Iris-setosa
910,4.9,3.6,1.4,0.3,Iris-setosa
911,4.8,3.3,1.3,0.2,Iris-setosa
912,4.7,3.0,1.5,0.3,Iris-setosa
913,5.3,3.3,1.5,0.3,Iris-setosa
914,5.2,3.1,1.5,0.3,Iris-setosa
915,5.0,2.6,1.5,0.5,Iris-setosa
916,4.9,3.1,1.5,0.3,Iris-setosa
917,5.4,2.9,1.6,0.3,Iris-setosa
918,5.0,3.5,1.6,0.3,Iris-setosa
919,4.6,3.7,1.5,0.3,Iris-setosa
920,5.0,3.4,1.7,0.2,Iris-setosa
921,4.6,3.3,1.5,0.4,Iris-setosa
922,5.2,3.1,1.9,0.3,Iris-setosa
923,5.5,3.4,1.6,0.3,Iris-setosa
924,5.4,3.8,1.6,0.2,Iris-setosa
925,4.8,3.5,1.6,0.2,Iris-setosa
926,5.4,4.0,1.3,0.2,Iris-setosa
927,5.0,3.5,1.4,0.4,Iris-setosa
928,5.2,3.4,1.2,0.1,Iris-setosa
929,5.1,2.6,1.6,0.2,Iris-setosa
930,6.1,4.3,1.4,0.2,Iris-setosa
931,5.4,4.1,1.2,0.1,Iris-setosa
932,4.8,3.6,1.6,0.4,Iris-setosa
933,4.6,2.5,1.6,0.2,Iris-setosa
934,4.3,3.5,1.6,0.2,Iris-setosa
935,4.8,3.4,1.4,0.1,Iris-setosa
936,4.8,3.6,1.5,0.3,Iris-setosa
937,4.7,3.3,1.1,0.3,Iris-setosa
938,5.5,2.9,1.4,0.3,Iris-setosa
939,5.4,3.2,1.3,0.0,Iris-setosa
940,5.0,4.2,1.5,0.2,Iris-setosa
941,5.1,3.4,1.3,0.3,Iris-setosa
942,5.1,3.4,1.3,0.4,Iris-setosa
943,5.2,3.2,1.6,0.2,Iris-setosa
944,4.7,3.1,1.2,0.3,Iris-setosa
945,4.4,2.9,1.1,0.2,Iris-setosa
946,5.0,3.3,1.3,0.1,Iris-setosa
947,5.2,3.2,1.5,0.1,Iris-setosa
948,5.1,3.9,1.6,0.2,Iris-setosa
949,5.1,3.3,1.5,0.2,Iris-setosa
950,4.9,3.5,1.3,0.1,Iris-setosa
951,4.5,2.8,1.3,0.3,Iris-setosa
952,4.7,3.6,1.5,0.0,Iris-setosa
953,5.2,3.7,1.3,0.3,Iris-setosa
954,4.7,3.5,1.2,0.1,Iris-setosa
955,4.9,3.4,1.4,0.1,Iris-setosa
956,4.9,3.5,1.5,0.3,Iris-setosa
957,4.8,3.9,1.3,0.3,Iris-setosa
958,5.4,3.6,1.4,0.2,Iris-setosa
959,5.4,2.9,1.3,0.2,Iris-setosa
960,5.4,3.6,1.3,0.2,Iris-setosa
961,4.8,3.1,1.6,0.1,Iris-setosa
962,5.6,3.7,1.7,0.2,Iris-setosa
963,5.0,2.9,1.4,0.3,Iris-setosa
964,5.5,3.0,1.4,0.2,Iris-setosa
965,4.5,3.6,1.3,0.2,Iris-setosa
966,4.8,3.1,1.5,0.2,Iris-setosa
967,4.9,3.1,1.5,0.4,Iris-setosa
968,5.1,3.8,1.2,0.3,Iris-setosa
969,4.6,2.9,1.3,0.4,Iris-setosa
970,5.3,3.5,1.2,0.2,Iris-setosa
971,5.1,3.5,1.1,0.1,Iris-setosa
972,5.0,3.6,1.1,0.2,Iris-setosa
973,5.1,3.7,1.6,0.3,Iris-setosa
974,4.7,2.7,1.4,0.4,Iris-setosa
975,5.5,3.7,1.5,0.3,Iris-setosa
976,4.8,3.4,1.8,0.1,Iris-setosa
977,5.6,3.3,1.7,0.1,Iris-setosa
978,5.2,3.1,1.2,0.3,Iris-setosa
979,5.4,3.1,1.2,0.2,Iris-setosa
980,5.0,3.6,1.6,0.2,Iris-setosa
981,5.7,3.5,1.4,0.1,Iris-setosa
982,4.9,3.3,1.6,0.3,Iris-setosa
983,4.6,3.5,1.6,0.4,Iris-setosa
984,5.3,3.7,1.5,0.3,Iris-setosa
985,5.4,2.9,1.4,0.2,Iris-setosa
986,5.1,3.9,1.4,-0.0,Iris-setosa
987,4.9,3.8,1.6,0.3,Iris-setosa
988,4.9,2.9,1.6,0.2,Iris-setosa
989,5.8,3.6,1.4,0.2,Iris-setosa
990,5.0,3.3,1.7,0.3,Iris-setosa
991,4.7,4.1,1.5,0.3,Iris-setosa
992,4.8,3.6,1.5,0.0,Iris-setosa
993,5.7,3.9,1.4,0.1,Iris-setosa
994,5.1,3.5,1.5,0.3,Iris-setosa
995,5.2,4.0,1.6,0.1,Iris-setosa
996,5.5,4.0,2.0,0.1,Iris-setosa
997,5.1,2.6,1.6,0.2,Iris-setosa
998,5.7,3.1,1.2,0.2,Iris-setosa
999,4.3,3.7,1.1,0.2,Iris-setosa
1000,4.3,3.3,1.7,0.3,Iris-setosa
1001,4.7,3.4,1.5,0.3,Iris-setosa
1002,4.5,3.6,1.0,0.2,Iris-setosa
1003,4.8,3.7,1.5,0.1,Iris-setosa
1004,4.7,3.5,1.5,0.2,Iris-setosa
1005,4.8,3.7,1.4,0.2,Iris-setosa
1006,5.8,2.9,1.1,0.3,Iris-setosa
1007,4.8,3.3,1.3,0.2,Iris-setosa
1008,5.6,3.7,1.6,0.1,Iris-setosa
1009,4.6,2.3,1.3,0.3,Iris-setosa
1010,5.2,3.3,1.5,0.2,Iris-setosa
1011,5.1,3.7,1.2,0.3,Iris-setosa
1012,5.3,3.3,1.6,0.5,Iris-setosa
1013,5.0,3.6,1.3,0.3,Iris-setosa
1014,5.2,3.5,1.3,0.3,Iris-setosa
1015,5.5,3.6,1.6,0.2,Iris-setosa
1016,5.3,3.5,1.3,0.3,Iris-setosa
1017,4.7,3.2,1.5,0.3,Iris-setosa
1018,4.6,3.8,1.6,0.2,Iris-setosa
1019,4.5,3.4,1.4,0.3,Iris-setosa
1020,4.9,2.7,1.4,0.2,Iris-setosa
1021,5.2,3.2,1.8,0.0,Iris-setosa
1022,5.5,3.3,1.6,0.3,Iris-setosa
1023,5.4,3.3,1.3,0.4,Iris-setosa
1024,5.0,3.5,1.7,0.1,Iris-setosa
1025,5.2,3.2,1.4,0.3,Iris-setosa
1026,4.5,3.1,1.7,0.3,Iris-setosa
1027,5.0,3.5,1.4,0.4,Iris-setosa
1028,4.9,3.5,1.7,0.2,Iris-setosa
1029,5.6,2.8,1.7,0.2,Iris-setosa
1030,4.9,2.7,1.4,0.1,Iris-setosa
1031,4.8,3.4,1.6,0.3,Iris-setosa
1032,5.1,3.0,1.3,0.4,Iris-setosa
1033,4.7,4.0,1.4,0.2,Iris-setosa
1034,5.4,3.9,1.4,0.2,Iris-setosa
1035,5.0,3.5,1.6,0.2,Iris-setosa
1036,5.2,4.0,1.5,0.3,Iris-setosa
1037,4.5,2.4,1.5,0.2,Iris-setosa
1038,4.8,3.5,1.5,0.4,Iris-setosa
1039,5.0,3.1,1.6,0.2,Iris-setosa
1040,5.2,3.2,1.4,0.3,Iris-setosa
1041,5.0,3.6,1.4,0.0,Iris-setosa
1042,4.9,3.7,1.4,0.2,Iris-setosa
1043,5.4,3.1,1.2,0.2,Iris-setosa
1044,4.8,3.0,1.4,0.3,Iris-setosa
1045,5.0,3.5,1.8,0.2,Iris-setosa
1046,5.1,3.2,1.3,0.2,Iris-setosa
1047,4.8,3.6,1.9,0.2,Iris-setosa
1048,4.9,3.4,1.5,0.3,Iris-setosa
1049,5.5,2.5,1.0,0.2,Iris-setosa
1050,5.4,2.8,0.9,0.3,Iris-setosa
1051,5.1,3.0,1.3,0.1,Iris-setosa
1052,5.0,3.2,1.5,0.0,Iris-setosa
1053,4.7,3.0,1.4,0.2,Iris-setosa
1054,5.3,2.7,1.5,0.3,Iris-setosa
1055,5.7,3.2,1.5,0.1,Iris-setosa
1056,4.2,3.7,1.5,0.4,Iris-setosa
1057,4.5,3.6,1.8,0.3,Iris-setosa
1058,5.1,3.4,1.2,0.4,Iris-setosa
1059,4.8,3.6,1.2,0.1,Iris-setosa
1060,5.5,3.3,1.7,0.2,Iris-setosa
1061,4.4,3.8,1.4,0.3,Iris-setosa
1062,5.0,2.8,1.5,0.5,Iris-setosa
1063,5.2,3.4,1.7,0.3,Iris-setosa
1064,5.1,3.0,1.5,0.4,Iris-setosa
1065,4.7,4.0,1.4,0.1,Iris-setosa
1066,5.4,3.3,1.6,0.2,Iris-setosa
1067,5.0,3.6,1.5,0.0,Iris-setosa
1068,4.6,3.8,1.4,0.2,Iris-setosa
1069,4.5,3.0,1.1,0.2,Iris-setosa
